Projeto|Identificador|Responsavel p/ Metadados|Data de preenchimento|MI|Índice de nomenclatura|Nome|Data de conclusão|Tipo da data de conclusão|Edição|Data da Edição|Tipo de recurso|Resumo|Propósito|Créditos|Escala|westBoundLongitude|southBoundLatitude|eastBoundLongitude|northBoundLatitude|Ponto de contato|EPSG|Datum Vertical|Catálogo de feições (Versão ET-EDGV)|PDF Carregado
|f48e134b-572b-7adb-9c09-128f64f090fa|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2722-2-SO|SF-21-Z-B-V-2-SO|CÓRREGO SÃO DOMINGOS - SF-21-Z-B-V-2-SO - 25.000|02/08/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.75|-22.75|-54.625|-22.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|e7301d49-2c28-f633-ebd0-e237ff9fe196|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2722−2−SO|SF−21−Z−B−V−2−SO|CÓRREGO SÃO DOMINGOS - SF−21−Z−B−V−2−SO - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-22.750|-54.625|-22.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|eec66496-5624-b718-2a0d-05440bb54c3b|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2750-3-SO|SF-21-Z-D-I-3-SO|CÓRREGO SÃO JOÃO - SF-21-Z-D-I-3-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.500|-55.375|-23.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|1b57ed3f-1526-0ba8-ee0e-9b384f40e3f1|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-3-NO|SF-21-Z-D-V-3-NO|CÓRREGO SAÚ - SF-21-Z-D-V-3-NO - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-23.875|-54.875|-23.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|b222a17d-c393-173b-bfb0-7c74e79b3d7f|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-3-NE|SF-21-Z-B-IV-3-NE|CÓRREGO TAGI - SF-21-Z-B-IV-3-NE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-12|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-22.875|-55.250|-22.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|c2e860fb-cdc7-7d85-68fa-9a46f5236965|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2750-4-SE|SF-21-Z-D-I-4-SE|CÓRREGO TAPUÍ - SF-21-Z-D-I-4-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.125|-23.500|-55.000|-23.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|9e07f1d2-c7e7-11df-800f-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2259-2-NO|SE-23-V-A-I-2-NO|CURADO - SE-23-V-A-I-2-NO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.75|-16.125|-47.625|-16.0|Instituto Brasileiro de Geografia e Estatística|4326|||1
|fb653252-f6e8-d29d-dfb9-06f9a4a42f08|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2750-1-SE|SF-21-Z-D-I-1-SE|FAZENDA CABECEIRA DO PANDUÍ - SF-21-Z-D-I-1-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-23.250|-55.250|-23.125|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|8811281c-3216-62af-c8e9-1c4650e812ea|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2749-4-SE|SF-21-Z-C-III-4-SE|FAZENDA UIVAER - SF-21-Z-C-III-4-SE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.625|-23.500|-55.500|-23.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|73e3fb76-c7e7-11df-bac3-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2216-1-NE|SD-23-Y-C-V-1-NE|FORMOSA - SD-23-Y-C-V-1-NE - 25.000|01/01/1988|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.375|-15.625|-47.25|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|17de7390-349a-7047-86a8-7d35a775013b|EDUARDO DE OLIVEIRA FLUHR / ;|29/02/2024|1826-4-NE|SC-22-Z-C-VI-4-NE|FORMOSO DO ARAGUAIA - SC-22-Z-C-VI-4-NE - 25.000|01/04/2015|criacao|1ª Edição|2023-11-30|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||{NGA-BECA}|25000|-49.625|-11.875|-49.500|-11.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|b79f59e6-52e1-11d8-a92b-19f3d7ff8b26|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2722-3-NO|SF-21-Z-B-V-3-NO|FOZ DO CÓRREGO CAMPANÁRIO - SF-21-Z-B-V-3-NO - 25.000|02/08/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.0|-22.875|-54.875|-22.75|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|c2da3207-5814-d979-59d5-0416fcd351b8|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2722−3−NO|SF−21−Z−B−V−3−NO|FOZ DO CÓRREGO CAMPANÁRIO - SF−21−Z−B−V−3−NO - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-22.875|-54.875|-22.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|39381c3f-f171-1aad-5fb6-c896f262c3bb|JOSE ROBERTO BERITHE PEDROSA / ;|02/06/2023|2751-3-NO|SF-21-Z-D-II-3-NO|FOZ DO CÓRREGO CHORRO - SF-21-Z-D-II-3-NO - 25.000|01/06/2017|criacao|1ª Edição|2022-12-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-23.375|-54.875|-23.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|2371174e-5e60-5494-7a86-6ed11ae44675|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2722-3-SO|SF-21-Z-B-V-3-SO|FOZ DO CÓRREGO JAGUARI - SF-21-Z-B-V-3-SO - 25.000|02/08/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.0|-23.0|-54.875|-22.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|713e2713-743b-ae73-8c8a-5ebf2d4f205f|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2722−3−SO|SF−21−Z−B−V−3−SO|FOZ DO CÓRREGO JAGUARI - SF−21−Z−B−V−3−SO - 25.000|02/08/2022|criacao|1ª Edição|2022-10-26|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-23.000|-54.875|-22.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|f41daceb-98d3-c679-6ad5-65b7900df898|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2777-2-SO|SF-21-Z-D-V-2-SO|FOZ DO RIO JOGUI - SF-21-Z-D-V-2-SO - 25.000|02/08/2022|criacao|1ª Edição|2023-01-16|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.750|-23.750|-54.625|-23.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|58da79f9-9b5b-2779-97e3-6d99c204efa7|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2722-3-NE|SF-21-Z-B-V-3-NE|FOZ DO RIO PIRATINIM - SF-21-Z-B-V-3-NE - 25.000|02/08/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-54.875|-22.875|-54.750|-22.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|d681c15a-c7e7-11df-93b3-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2258-2-NE|SE-22-X-B-III-2-NE|GAMA - SE-22-X-B-III-2-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-16.125|-48.0|-16.0|Instituto Brasileiro de Geografia e Estatística|4326|||1
|1d04ddb9-1e49-0a51-28f9-ac83dccdaacf|EDUARDO DE OLIVEIRA FLUHR / ;|29/02/2024|1268-1-SE|SB-23-Y-C-V-1-SE|GOIATINS - SB-23-Y-C-V-1-SE - 25.000|01/08/2021|criacao|1ª Edição|2023-10-09|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||{NGA-BECA}|25000|-47.375|-7.750|-47.250|-7.625|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|eeabd6f0-403f-a137-09f9-237cf2b8b1ed|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-4-NO|SF-21-Z-B-IV-4-NO|GUAIMBÉ - SF-21-Z-B-IV-4-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-15|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.250|-22.875|-55.125|-22.750|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|d7b41352-c7e7-11df-95a9-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2376-2-NE|SE-22-X-D-VI-2-NE|IPAMERI-NE - SE-22-X-D-VI-2-NE - 25.000|01/01/1968||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-17.625|-48.0|-17.5|2º Centro de Geoinformação|4326|||1
|d7c42c24-c7e7-11df-ab96-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2376-2-NO|SE-22-X-D-VI-2-NO|IPAMERI-NO - SE-22-X-D-VI-2-NO - 25.000|01/01/1968||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.25|-17.625|-48.125|-17.5|2º Centro de Geoinformação|4326|||1
|d9d65a5a-d0cd-8bec-1d47-c19e000b8a34|EDUARDO DE OLIVEIRA FLUHR / ;|29/02/2024|1346-3-SE|SC-23-V-A-I-3-SE|ITACAJÁ - SC-23-V-A-I-3-SE - 25.000|01/04/2015|criacao|1ª Edição|2023-11-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||{NGA-BECA}|25000|-47.875|-8.500|-47.750|-8.375|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|7474af7c-c7e7-11df-b8a5-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-2-SE|SD-23-Y-C-V-2-SE|LAGOA DA PRATA - SD-23-Y-C-V-2-SE - 25.000|01/01/1979||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.125|-15.75|-47.0|-15.625|2º Centro de Geoinformação|4326|||1
|73732ad6-c7e7-11df-ad8c-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-4-NE|SD-23-Y-C-V-4-NE|LAGOA DO PENHA - SD-23-Y-C-V-4-NE - 25.000|01/01/1978||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.125|-15.875|-47.0|-15.75|2º Centro de Geoinformação|4326|||1
|73b3b1be-c7e7-11df-aa01-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-4-SE|SD-23-Y-C-V-4-SE|LAGOA FORMOSA - SD-23-Y-C-V-4-SE - 25.000|01/01/1978||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.125|-16.0|-47.0|-15.875|2º Centro de Geoinformação|4326|||1
|74a508f2-c7e7-11df-b43e-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-3-NO|SD-23-Y-C-V-3-NO|LAGOINHA - SD-23-Y-C-V-3-NO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.5|-15.875|-47.375|-15.75|Instituto Brasileiro de Geografia e Estatística|4326|||1
|0fcba8ab-ea69-6779-c090-08b37bdcd7e3|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-2-NE|SF-21-Z-B-IV-2-NE|LAGUNA CARAPÃ-E - SF-21-Z-B-IV-2-NE - 25.000|02/08/2022|criacao|1ª Edição|2022-08-10|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.125|-22.625|-55.000|-22.5000|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|2eb8bf4a-1f1c-51f7-d6cb-92af31532cf0|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|02/08/2022|2721-2-NO|SF-21-Z-B-IV-2-NO|LAGUNA CARAPÃ - SF-21-Z-B-IV-2-NO - 25.000|02/08/2022|criacao|1ª Edição|2022-08-12|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.250|-22.625|-55.125|-22.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|a8c392b8-b089-89f7-2c18-90a5f034db76|EDUARDO DE OLIVEIRA FLUHR / ;|29/02/2024|1500-4-NO|SC-22-X-D-III-4-NO|MATA VERDE - SC-22-X-D-III-4-NO - 25.000|01/08/2021|criacao|1ª Edição|2023-10-22|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||{NGA-BECA}|25000|-48.250|-9.375|-48.125|-9.250|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|9ac96d4f-12d5-8d91-0532-72b420b20eee|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-1-NE|SF-21-Z-D-IV-1-NE|NASCENTE CÓRREGO CANTAGALO - SF-21-Z-D-IV-1-NE - 25.000|14/10/2022|criacao|1ª Edição|2022-10-14|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.375|-23.625|-55.250|-23.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|7f3da9fb-aeaf-8ee8-acdd-f0503077cd6c|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|12/12/2022|2751-1-SO|SF-21-Z-D-II-1-SO|NASCENTE CÓRREGO CHORRO - SF-21-Z-D-II-1-SO - 25.000|12/12/2022|criacao|1ª Edição|2021-01-01|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.000|-23.250|-54.875|-23.125|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|e257b012-d82e-52bb-054d-8376043e7b0b|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2775-2-NE|SF-21-Z-C-VI-2-NE|NASCENTE CÓRREGO PACURI - SF-21-Z-C-VI-2-NE - 25.000|14/10/2022|criacao|1ª Edição|2022-10-17|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.625|-23.625|-55.500|-23.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|283aac94-de2d-f33b-6340-f8563cb5bc11|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-1-NO|SF-21-Z-D-IV-1-NO|NASCENTE INDÍGENA SETE CERROS - SF-21-Z-D-IV-1-NO - 25.000|14/10/2022|criacao|1ª Edição|2022-10-14|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-23.625|-55.375|-23.500|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|9e3858ae-c7e7-11df-871f-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2260-1-NE|SE-23-V-A-II-1-NE|PALMITAL - SE-23-V-A-II-1-NE - 25.000|01/01/1978||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.375|-16.125|-47.25|-16.0|2º Centro de Geoinformação|4326|||1
|e506260d-1367-2431-d888-742bc2d1df73|JOSÉ ROBERTO BERITHE PEDROSA / DF-28821;|14/10/2022|2776-3-SO|SF-21-Z-D-IV-3-SO|PARANHOS - SF-21-Z-D-IV-3-SO - 25.000|02/08/2022|criacao|1ª Edição|2022-11-08|SCN Carta Topografica Matricial|Independente de qualquer outra aplicação secundária, este conjunto de dados destina-se ao USO como dado fundamental de referências. Fornece o conjunto de dados das categorias previstas na EDGV. Limitado ao enquadramento previsto no índice de nomenclatura.||"{""MAPEAMENTO PARA O SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS (SISFRON)""}"|25000|-55.500|-24.000|-55.375|-23.875|2º Centro de Geoinformação|4674|Datum de Imbituba - SC||1
|415211d8-c7e8-11df-a942-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2214-2-SE|SD-22-Z-D-VI-2-SE|PARQUE NACIONAL DE BRASÍLIA - SD-22-Z-D-VI-2-SE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-15.75|-48.0|-15.625|Instituto Brasileiro de Geografia e Estatística|4326|||1
|75c70dc0-c7e7-11df-84b8-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2215-2-NO|SD-23-Y-C-IV-2-NO|PLANALTINA - SD-23-Y-C-IV-2-NO - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.75|-15.625|-47.625|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|75a6e176-c7e7-11df-868d-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2215-2-NE|SD-23-Y-C-IV-2-NE|RESERVA BIOLÓGICA DAS ÁGUAS-EMENDADAS - SD-23-Y-C-IV-2-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.625|-15.625|-47.5|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|7494e88c-c7e7-11df-8a5e-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2216-3-NE|SD-23-Y-C-V-3-NE|RIACHO DAS PEDRAS - SD-23-Y-C-V-3-NE - 25.000|01/01/1978||||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.375|-15.875|-47.25|-15.75|2º Centro de Geoinformação|4326|||1
|7515b502-c7e7-11df-8bca-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2215-4-NE|SD-23-Y-C-IV-4-NE|RIBEIRÃO GONÇALO - SD-23-Y-C-IV-4-NE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.625|-15.875|-47.5|-15.75|Instituto Brasileiro de Geografia e Estatística|4326|||1
|73f401ec-c7e7-11df-a430-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2216-1-NO|SD-23-Y-C-V-1-NO|RIBEIRÃO PIPIRIPAU - SD-23-Y-C-V-1-NO - 25.000|01/01/1985|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.5|-15.625|-47.375|-15.5|Instituto Brasileiro de Geografia e Estatística|4326|||1
|40f13566-c7e8-11df-b9c6-00270e07db9f|2º Centro de Geoinformação|14/10/2010|2214-4-SE|SD-22-Z-D-VI-4-SE|RIBEIRÃO PONTE ALTA - SD-22-Z-D-VI-4-SE - 25.000|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-48.125|-16.0|-48.0|-15.875|Instituto Brasileiro de Geografia e Estatística|4326|||1
|9dd782f4-c7e7-11df-ad77-00270e07db9f|Instituto Brasileiro de Geografia e Estatística|14/10/2010|2259-1-NE|SE-23-V-A-I-1-NE|RIBEIRÃO SANT|01/01/1982|publicacao|||SCN Carta Topografica Matricial|CARTAS DA SÉRIE 1/25.000|||25000|-47.875|-16.125|-47.75|-16.0|Instituto Brasileiro de Geografia e Estatística|4326|||1
